"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"774","May 16, 2012","The Dictator","$65,000,000","$17,435,092","$59,650,222","$180,148,897","Play","Comedy","83 minutes","Government Corruption, Culture Clash, Mistaken Identity, Terrorism, Gratuitous Cameos, Bigotry, Prologue, Romance, Voiceover/Narration, Improvised, Archive Footage, Intertitle, Same Actor, Multiple Roles, Political, Non-Chronological, Invented Language, Scene in End Credits, Outtakes During Credits, Epilogue",NA
"775","May 4, 2012","The Avengers","$225,000,000","$207,438,708","$623,279,547","$1,517,935,897","Play","Action","143 minutes","Marvel Comics, 3-D, Gods and Goddesses, Mutants, Visual Effects, Special Ops, Alien Invasion, Revenge, Franchise Crossover, Non-Chronological, Ensemble, Gratuitous Cameos, Epilogue, Scene in End Credits, IMAX: DMR, Sequel With Lead Character Recast, Good vs. Evil, Faked Death, Mind Control","Marvel Cinematic Universe"
"776","Feb 24, 2012","Tomorrow When the War Began","","$3,172","$4,936","$13,404,936","Play","Action","103 minutes","Coming of Age, War, Cliffhanger Ending, Resistance Fighter, Non-Chronological, Voiceover/Narration, Epilogue, Guerilla Warfare, Invented Language, Rescue","Tomorrow, When the War Began"
"777","Dec 21, 2011","The Adventures of Tintin","$130,000,000","$9,720,993","$77,591,831","$373,993,951","Play","Adventure","104 minutes","3-D, Family Movie, Treasure Hunters, Pirates, Twins, Same Actor, Multiple Roles, Animal Lead, Addiction, IMAX: DMR","Tintin"
"778","Dec 16, 2011","Mission: Impossible—Ghost…","$145,000,000","$12,785,204","$209,397,903","$694,713,230","Play","Action","132 minutes","Visual Effects, Terrorism, Secret Agent, Fugitive / On the Run, Undercover, Framed, Surprise Twist, Prologue, Non-Chronological, Rescue, Prison Break, False Identity, Faked Death, Death of a Spouse or Fiancée / Fiancé, Epilogue, IMAX: DMR","Mission: Impossible"
"779","Dec 9, 2011","Young Adult","$12,000,000","$310,263","$16,311,571","$22,750,356","Play","Comedy","94 minutes","Divorcée Romance, Relationships Gone Wrong, Addiction, Romance, You Can't Go Home Again, Mid-Life Crisis, Delayed Adulthood, Writing and Writers",NA
"780","Oct 28, 2011","Puss in Boots","$130,000,000","$34,077,439","$149,260,504","$554,987,477","Play","Adventure","90 minutes","3-D, Animal Lead, Talking Animals, Prequel, Swashbuckler, Voiceover/Narration, Directing Yourself, Non-Chronological, Revenge, Orphan, Life on the Outside, Fugitive / On the Run, Surprise Twist, Treasure Hunters, IMAX: DMR","Shrek"
"781","Oct 21, 2011","Paranormal Activity 3","$5,000,000","$52,568,183","$104,028,807","$207,039,844","Play","Horror","81 minutes","Hauntings, Demons, Found Footage, Prologue, Same Role, Multiple Actors, Non-Chronological, Prequel","Paranormal Activity"
"782","Oct 14, 2011","Footloose","$24,000,000","$15,556,113","$51,802,742","$62,989,834","Play","Musical","113 minutes","Dancing, Rock 'n' Roll, Country Mouse, City Mouse, Culture Clash, Religious, Political, Atheism, Remake, Young Child Dealing with the Death of a Parent, Death of a Son or Daughter, Voiceover/Narration, Parties Gone Wild, Prologue, Auto Racing, Prom",NA
"783","Jul 22, 2011","Captain America: The First …","$140,000,000","$65,058,524","$176,654,505","$370,569,776","Play","Action","124 minutes","Marvel Comics, 3-D, Origin Story, World War II, Epilogue, Good vs. Evil, Nazis, Prologue, Non-Chronological, War, Orphan, Presumed Dead, Occult, Visual Effects, Gratuitous Cameos, Super Soldier Serum, Rescue, Intertitle, Norse Mythology","Captain AmericaMarvel Cinematic Universe"
"784","Jun 29, 2011","Transformers: Dark of the Moon","$195,000,000","$97,852,865","$352,390,543","$1,123,790,543","Play","Action","154 minutes","Robot, Alien Invasion, Friendly Alien on Earth, End of the World, Visual Effects, 3-D, Alternate History, Prologue, Voiceover/Narration, War, Non-Chronological, Surprise Twist, Rescue, IMAX: DMR","Transformers"
"785","Mar 4, 2011","Rango","$135,000,000","$38,079,323","$123,477,607","$245,724,600","Play","Adventure","107 minutes","Breaking the Fourth Wall, Gangs, Mistaken Identity, Spoof, Animal Lead, Talking Animals, Unnamed Character, Conspiracy Theory",NA
"786","Dec 22, 2010","True Grit","$35,000,000","$24,830,443","$171,243,005","$252,276,928","Play","Western","110 minutes","Revenge, Voiceover/Narration, Addiction, Coming of Age, Same Role, Multiple Actors, Epilogue, Gangs, Prologue, Family Affair, 2011 Oscars Best Picture Nominee",NA
"787","Nov 10, 2010","Morning Glory","$40,000,000","$9,203,266","$31,011,732","$59,795,070","Play","Comedy","110 minutes","TV Industry, News, Boss From Hell, Gratuitous Cameos",NA
"788","Jul 1, 2010","The Last Airbender","$150,000,000","$40,325,019","$131,772,187","$319,713,881","Play","Adventure","103 minutes","Prologue, Live Action Cartoon, Martial Arts, Voiceover/Narration, 3-D, Whitewashed Casting",NA
"789","May 7, 2010","Iron Man 2","$170,000,000","$128,122,480","$312,433,331","$621,156,389","Play","Action","125 minutes","Marvel Comics, Inventor, Revenge, Cold War, IMAX: DMR, Sequel With Lead Character Recast, Voiceover/Narration, Intertitle, Moscow, Gratuitous Cameos, Scene in End Credits, Adult Child Dealing with the Death of a Parent, Falsely Accused, Medical and Hospitals, Terminal Illness, Archival Footage of Previous Installment, Washington, D.C., Monaco, Auto Racing, Professional Rivalry, Robot","Iron ManMarvel Cinematic Universe"
"790","Dec 4, 2009","Up in the Air","$30,000,000","$1,181,450","$83,823,381","$166,842,739","Play","Drama","109 minutes","2010 Oscars Best Picture Nominee",NA
"791","Aug 7, 2009","G.I. Joe: The Rise of Cobra","$175,000,000","$54,713,046","$150,201,498","$302,469,017","","Action","118 minutes",NA,"G.I. Joe"
"792","Jun 24, 2009","Transformers: Revenge of th…","$210,000,000","$108,966,307","$402,111,870","$836,519,699","Play","Action","149 minutes","Robot, IMAX: DMR, Friendly Alien on Earth, Coming of Age, Politicians, Car Chase, Revenge, Narcotics, Fugitive / On the Run, Kidnap, Cover Up","Transformers"
"793","Dec 25, 2008","The Curious Case of Benjami…","$160,000,000","$26,853,816","$127,509,326","$329,631,958","","Drama","167 minutes",NA,NA
"794","May 2, 2008","Iron Man","$186,000,000","$102,118,668","$318,604,126","$585,171,547","","Adventure","126 minutes","Marvel Comics, Corporate Malfeasance, Surprise Twist, Kidnap, Terrorism, Afghanistan War, Scene in End Credits, Arms Dealer, Inventor, Voiceover/Narration, Non-Chronological, Intertitle, Gratuitous Cameos, Origin Story","Iron ManMarvel Cinematic Universe"
"795","Mar 21, 2008","Drillbit Taylor","$40,000,000","$10,309,986","$32,862,104","$49,686,263","","Comedy","102 minutes","Undercover, New Guy/Girl in School, Judd Apatow Buddy Comedy",NA
"796","Dec 21, 2007","Sweeney Todd: The Demon Bar…","","$9,300,805","$52,898,073","$153,329,844","","Musical","117 minutes","Serial Killer, Prison, Revenge, Food, Cannibalism",NA
"797","Nov 16, 2007","Beowulf","$150,000,000","$27,515,871","$82,280,579","$195,080,579","","Adventure","115 minutes","Good vs. Evil, Sword & Sorcerer, Demons, Monster, 3-D, IMAX: DMR",NA
"798","Jul 2, 2007","Transformers","$151,000,000","$70,502,384","$319,246,193","$708,272,592","","Action","142 minutes","Alien Invasion, Robot, Friendly Alien on Earth, End of the World, IMAX: DMR","Transformers"
"799","Dec 15, 2006","Dreamgirls","$75,000,000","$378,950","$103,365,956","$155,708,695","","Drama","97 minutes","Talking Animals",NA
"800","Dec 15, 2006","Charlotte's Web","$82,500,000","$11,457,353","$82,985,708","$143,985,708","","Musical","130 minutes","Music Industry, Musicians, African-American, Talent Contest",NA
"801","Jun 29, 2005","War of the Worlds","$132,000,000","$64,878,725","$234,280,354","$606,836,535","","Action","116 minutes","Alien Invasion, Visual Effects, Voiceover/Narration, Illinois, England, France, Italy, Restaurants, War, 2000s, End of the World, Car Accident",NA
"802","May 27, 2005","The Longest Yard","$82,000,000","$47,606,480","$158,119,460","$191,558,505","","Comedy","113 minutes","Football, Prison",NA
"803","Apr 8, 2005","Sahara","$145,000,000","$18,068,372","$68,671,925","$121,671,925","","Adventure","124 minutes","Treasure Hunters",NA
"804","Dec 17, 2004","Lemony Snicket's A Series o…","$100,000,000","$30,061,756","$118,627,117","$212,956,024","","Adventure","107 minutes","Inheritance, Voiceover/Narration",NA
"805","Nov 5, 2004","Alfie","$40,000,000","$6,218,335","$13,395,939","$35,195,939","","Comedy","106 minutes","Breaking the Fourth Wall",NA
"806","Aug 6, 2004","Collateral","$60,000,000","$24,701,458","$100,170,152","$217,670,152","","Action","120 minutes","Hitmen, Film Noir",NA
"807","Mar 28, 2003","The Core","$85,000,000","$12,053,131","$31,111,260","$74,132,631","","Action","137 minutes","End of the World, Disaster",NA
"808","Jun 15, 2001","Lara Croft: Tomb Raider","$94,000,000","$47,735,743","$131,144,183","$273,330,185","","Adventure","100 minutes","Treasure Hunters, Visual Effects","Lara Croft"
"809","Dec 15, 2000","What Women Want","$65,000,000","$33,614,543","$182,805,123","$374,105,123","","Romantic Comedy","126 minutes","Romance, Psychics, Battle of the Sexes, Illinois, Suicide Attempt",NA
"810","Oct 13, 2000","The Ladies Man","$11,000,000","$5,426,390","$13,592,872","$13,719,474","","Comedy","87 minutes",NA,NA
"811","Nov 19, 1999","Sleepy Hollow","$70,000,000","$30,060,467","$101,068,340","$207,068,340","","Horror","105 minutes","Visual Effects, 1700s, Colonial United States",NA
"812","Jul 30, 1999","Runaway Bride","$70,000,000","$35,055,556","$152,257,509","$310,138,178","","Romantic Comedy","116 minutes","Romance, Wedding Day Disasters, Investigative Journalist, New York, 1990s, Voiceover/Narration, Exes in Love",NA
"813","Dec 19, 1997","Titanic","$200,000,000","$28,638,131","$659,363,944","$2,208,208,395","Play","Thriller/Suspense","194 minutes","Visual Effects, Disaster, Cross-Class Romance, Romance, Same Role, Multiple Actors, 3-D, 3D Re-release, Inspired by a True Story, Relationships Gone Wrong, Immigration, Suicide, Love Triangle, Voiceover/Narration, Artists, Underwater, Prologue, Non-Chronological, Treasure Hunters, IMAX: DMR, Oscars Best Picture Winner",NA
"814","Nov 22, 1995","Nick of Time","","$2,781,601","$8,087,783","$8,087,783","","Thriller/Suspense","86 minutes","Kidnap",NA
"815","Jul 6, 1994","Forrest Gump","$55,000,000","$24,450,602","$330,151,138","$679,850,637","","Drama","142 minutes","Visual Effects, Vietnam War, 1960s, 1970s, 1980s, Oscars Best Picture Winner",NA
"816","Jan 15, 1993","Alive","$32,000,000","$8,624,292","$36,299,670","$36,299,670","","Drama","125 minutes","Cannibalism",NA
"817","Oct 8, 1968","Romeo and Juliet (1968)","","","$38,901,218","$38,907,647","","Drama","138 minutes","Gangs",NA
"818","Jul 14, 1943","For Whom the Bell Tolls","","","$17,800,000","$17,800,000","","Multiple Genres","170 minutes",NA,NA
"819","Jan 3, 1941","Second Chorus","","","","","","Multiple Genres","83 minutes",NA,NA
"820","Jan 7, 1926","Moana","","","$2,993","$2,993","","Documentary","85 minutes","Docufiction, Voiceover/Narration, Retro Black and White, Photography",NA
"821","","","","","","","",NA,NA,NA,NA
"822","Averages","","$83,676,136","$29,056,843","$105,101,698","$257,594,607","",NA,NA,NA,NA
"823","Totals","100","$7,363,500,000","","$10,299,966,394","$25,244,271,516","",NA,NA,NA,NA
"824","Dec 25, 2019","Call of the Wild","","","","","","Adventure",NA,"Canada, Yukon, Gold Rush",NA
"825","Feb 14, 2019","Alita: Battle Angel","","","","","Play","Action",NA,NA,NA
"826","Nov 16, 2018","Widows","$40,000,000","$12,300,000","$12,300,000","$15,426,687","Play","Thriller/Suspense","129 minutes","Heist, Death of a Spouse or Fiancée / Fiancé, Organized Crime, Money Troubles, Remake, Boxing",NA
"827","Nov 2, 2018","Bohemian Rhapsody","","$51,061,119","$127,885,859","$312,891,349","Play","Drama","134 minutes","Rock 'n' Roll, 1970s, Entertainment Industry, Biography, Music Industry, 1980s, AIDS, LGBT",NA
"828","Oct 12, 2018","Bad Times at the El Royale","$32,000,000","$7,132,647","$17,740,480","$28,233,849","Play","Thriller/Suspense","141 minutes","One Night, Redemption, Addiction, Narcotics, Heist, False Identity, Motel, 1960s, California, Nevada, Ensemble, Film Noir, Crime Thriller, Cults",NA
"829","Aug 3, 2018","The Darkest Minds","","$5,842,609","$12,695,691","$38,362,117","Play","Thriller/Suspense","105 minutes","Runaway, Betrayal, Resistance Fighter, Near Future, Psychics, Fugitive / On the Run, Bounty Hunter, Suicide, Sex Crimes, Faulty Memory",NA
"830","Dec 22, 2017","The Post","$50,000,000","$526,011","$81,903,458","$179,769,457","Play","Drama","115 minutes","Newspaper Industry, Political, Government Corruption, Cover Up, Vietnam War, News, Investigative Journalist",NA
"831","Nov 10, 2017","Murder on the Orient Express","$55,000,000","$28,681,472","$102,826,543","$345,924,923","Play","Drama","114 minutes","Trains, Murder Mystery, Remake, Ensemble, Surprise Twist, 1930s, Directing Yourself, Prologue, Intertitle, Israel","Kenneth Branagh's Hercule Poirot"
"832","Sep 22, 2017","Kingsman: The Golden Circle","$104,000,000","$39,023,010","$100,234,838","$408,822,328","Play","Action","141 minutes","Secret Agent, Shadowy Organization, Marvel Comics, Intertitle, Fictionalized Version of Yourself","Kingsman"
"833","Jul 14, 2017","War for the Planet of the Apes","$152,000,000","$56,262,929","$146,880,162","$489,592,267","Play","Action","142 minutes","Animal Lead, Talking Animals, War, Post Apocalypse, 3-D, 3-D - Shot in 3-D","Planet of the Apes"
"834","May 19, 2017","Alien: Covenant","$97,000,000","$36,160,621","$74,262,031","$238,521,247","Play","Horror","123 minutes","Alien Encounters, Outer Space, Robot, Archaeology, Trapped, Inbetwequel, Same Actor, Multiple Roles, Humans as Aliens, Space Colonization, 3-D, Monster","Alien"
"835","May 12, 2017","Snatched","$42,000,000","$19,542,248","$45,852,178","$57,852,177","Play","Comedy","90 minutes","Dysfunctional Family, Relationships Gone Wrong, Vacation, Tourists In Trouble, Screenplay Written By the Star",NA
"836","Sep 2, 2016","Morgan","$8,000,000","$2,012,709","$3,915,251","$7,298,786","Play","Thriller/Suspense","120 minutes","Scientific Breakthrough, Scientific Experiment Gone Awry, Corporate Malfeasance, Psychics, Isolation Horror",NA
"837","Jul 8, 2016","Mike and Dave Need Wedding …","$33,000,000","$16,628,170","$46,009,673","$75,898,325","Play","Comedy","98 minutes","Dysfunctional Family, Wedding Day, Wedding Day Disasters, Hawaii, Delayed Adulthood",NA
"838","Jun 24, 2016","Independence Day: Resurgence","$165,000,000","$41,039,944","$103,144,286","$384,173,643","Play","Action","119 minutes","Delayed Sequel, Sequels Without Their Original Stars, Sequel With Lead Character Recast, Alien Invasion, Visual Effects","Independence Day"
"839","Mar 4, 2016","The Other Side of the Door","","$1,211,210","$3,000,342","$12,905,107","","Horror","96 minutes","Accidental Death, Death of a Son or Daughter, Supernatural, Hauntings, India, Nightmare, Suicide Attempt, Possessed",NA
"840","Nov 25, 2015","Victor Frankenstein","$40,000,000","$2,469,341","$5,775,076","$32,970,724","Play","Thriller/Suspense","110 minutes","Mad Scientist, Inventor, Frankenstien's Monster, Gothic Horror, Body Horror",NA
"841","Feb 13, 2015","Kingsman: The Secret Service","$94,000,000","$36,206,331","$128,261,724","$404,561,724","Play","Action","129 minutes","Secret Agent, Juvenile Delinquent, Marvel Comics, Intertitle, Prologue, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Kidnap, Rescue, Terrorism, Step-Family, Dysfunctional Family, Domestic Abuse, Joyride","Kingsman"
"842","Jun 6, 2014","The Fault in Our Stars","$12,000,000","$48,002,523","$124,872,350","$307,166,834","Play","Drama","125 minutes","Voiceover/Narration, Cancer, Terminal Illness, Romance, Coming of Age, Writing and Writers, Recluse, Death of a Son or Daughter",NA
"843","Feb 28, 2014","Son of God","$22,000,000","$25,601,865","$59,700,064","$70,949,793","Play","Drama","138 minutes","Religious, Voiceover/Narration, Recut, TV Mini-Series, Faith-Based",NA
"844","Jul 26, 2013","The Wolverine","$115,000,000","$53,113,752","$132,556,852","$416,456,852","Play","Action","126 minutes","Romance, Marvel Comics, Organized Crime, Mutants, Depression, PTSD, Scene in End Credits, 3-D","WolverineX-Men"
